# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug 12 01:05:30 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_telescope: Discovery Telescope
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_telescope,rv_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,ttv_flag,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
NGTS-27 b,1,1,Transit,2024,0.1 m TESS Telescope,1,0,3.37041810,0.00000590,-0.00000570,0,15.648,0.426,-0.392,0,1.396,0.038,-0.035,0,188.47225,30.19370,-22.88365,0,0.59300,0.09500,-0.07200,0,0,1.07,0.06,-0.06,0,942.1220000,29.5920000,-27.8740000
NGTS-3 A b,2,1,Transit,2018,20 cm Telescope,1,0,1.67537280,0.00000300,-0.00000300,0,16.589,4.147,-4.147,0,1.480,0.370,-0.370,0,756.43540,82.63580,-82.63580,0,2.38000,0.26000,-0.26000,0,0,1.02,0.09,-0.09,0,743.9720000,10.8920000,-10.5880000
NGTS-30 b,1,1,Transit,2024,0.1 m TESS Telescope,1,0,98.29838000,0.00010000,-0.00009000,0,10.402,0.359,-0.359,0,0.928,0.032,-0.032,0,305.11527,17.79839,-17.79839,0,0.96000,0.05600,-0.05600,0,0,0.94,0.06,-0.06,0,238.3770000,2.4380000,-2.3890000
NGTS-4 b,1,1,Transit,2019,20 cm Telescope,1,0,1.33735080,0.00000800,-0.00000800,0,3.180,0.260,-0.260,0,0.284,0.023,-0.023,0,20.60000,3.00000,-3.00000,0,0.06481,0.00944,-0.00944,0,0,0.75,0.02,-0.02,0,280.5550000,1.8220000,-1.7990000
NGTS-5 b,1,1,Transit,2019,20 cm Telescope,1,0,3.35698660,0.00000260,-0.00000260,0,12.733,0.258,-0.258,0,1.136,0.023,-0.023,0,72.78307,11.75971,-11.75971,0,0.22900,0.03700,-0.03700,0,0,0.66,0.07,-0.06,0,306.7790000,2.6010000,-2.5580000
NGTS-6 b,1,1,Transit,2019,20 cm Telescope,1,0,0.88205900,0.00000080,-0.00000080,0,14.863,1.087,-1.255,0,1.326,0.097,-0.112,0,425.57437,8.89924,-8.89924,0,1.33900,0.02800,-0.02800,0,0,0.77,0.03,-0.03,0,308.2620000,1.4180000,-1.4070000
NGTS-8 b,1,1,Transit,2019,20 cm Telescope,1,0,2.49970000,0.00001000,-0.00001000,0,12.218,0.336,-0.336,0,1.090,0.030,-0.030,0,295.58190,12.71320,-9.53490,0,0.93000,0.04000,-0.03000,0,0,0.89,0.05,-0.04,0,428.9760000,5.6210000,-5.4810000
NGTS-9 b,1,1,Transit,2019,20 cm Telescope,1,0,4.43527000,0.00002000,-0.00002000,0,11.994,0.673,-0.673,0,1.070,0.060,-0.060,0,921.70700,54.03110,-54.03110,0,2.90000,0.17000,-0.17000,0,0,1.34,0.05,-0.05,0,609.1280000,15.9520000,-15.1710000
NN Ser c,2,2,Eclipse Timing Variations,2010,Multiple Telescopes,0,0,5573.55000000,102.20000000,-102.20000000,0,12.600,,,0,1.130,,,0,2329.60000,98.52000,-98.52000,0,7.33000,0.31000,-0.31000,0,0,0.54,,,0,515.8180000,28.1660000,-25.4350000
NN Ser d,2,2,Eclipse Timing Variations,2010,Multiple Telescopes,0,0,2883.50000000,182.50000000,-182.50000000,0,13.300,,,0,1.190,,,0,731.00000,158.90000,-158.90000,0,2.30000,0.50000,-0.50000,0,0,0.54,,,0,515.8180000,28.1660000,-25.4350000
NSVS 14256825 b,2,1,Eclipse Timing Variations,2019,Multiple Telescopes,0,0,3225.00000000,22.00000000,-22.00000000,0,12.300,,,0,1.100,,,0,4497.29450,50.85280,-50.85280,0,14.15000,0.16000,-0.16000,0,0,0.42,0.07,-0.07,0,820.8770000,41.4570000,-41.4570000
NY Vir b,2,2,Eclipse Timing Variations,2011,Multiple Telescopes,0,0,3160.00000000,62.00000000,-62.00000000,0,13.300,,,0,1.190,,,0,730.97800,95.34500,-95.34500,0,2.30000,0.30000,-0.30000,0,0,0.46,0.01,-0.01,0,544.0240000,18.8765000,-18.8765000
NY Vir c,2,2,Eclipse Timing Variations,2019,0.51 m Telescope,0,0,8799.00000000,240.00000000,-240.00000000,0,12.800,,,0,1.140,,,0,1760.77820,63.56600,-63.56600,0,5.54000,0.20000,-0.20000,0,0,0.46,0.01,-0.01,0,544.0240000,18.8765000,-18.8765000
OGLE-2003-BLG-235L b,1,1,Microlensing,2004,1.3 m Warsaw University Telescope,0,0,,,,,13.200,,,0,1.180,,,0,830.00000,300.00000,-200.00000,0,2.60000,0.80000,-0.60000,0,0,0.63,0.07,-0.09,0,5800.0000000,600.0000000,-700.0000000
OGLE-2005-BLG-071L b,1,1,Microlensing,2005,1.3 m Warsaw University Telescope,0,0,,,,,13.000,,,0,1.160,,,0,1200.00000,100.00000,-100.00000,0,3.80000,0.30000,-0.40000,0,0,0.46,0.04,-0.04,0,3200.0000000,400.0000000,-400.0000000
OGLE-2005-BLG-169L b,1,1,Microlensing,2006,1.3 m Warsaw University Telescope,0,0,,,,,3.840,,,0,0.343,,,0,14.10000,0.90000,-0.90000,0,0.04440,0.00300,-0.00300,0,0,0.69,0.02,-0.02,0,4100.0000000,400.0000000,-400.0000000
OGLE-2005-BLG-390L b,1,1,Microlensing,2005,1.3 m Warsaw University Telescope,0,0,3285.00000000,3285.00000000,-1095.00000000,0,2.210,,,0,0.197,,,0,5.50000,5.50000,-2.70000,0,0.01700,0.01700,-0.00900,0,0,0.22,0.21,-0.11,0,6600.0000000,1000.0000000,-1000.0000000
OGLE-2006-BLG-109L b,1,2,Microlensing,2008,1.3 m Warsaw University Telescope,0,0,1788.50000000,584.00000000,-547.50000000,0,14.000,,,0,1.250,,,0,231.00000,19.00000,-19.00000,0,0.72700,0.06000,-0.06000,0,0,0.51,0.05,-0.04,0,1510.0000000,110.0000000,-120.0000000
OGLE-2006-BLG-109L c,1,2,Microlensing,2008,1.3 m Warsaw University Telescope,0,0,4927.50000000,3540.50000000,-1752.00000000,0,11.100,,,0,0.994,,,0,86.00000,7.00000,-7.00000,0,0.27000,0.02000,-0.02000,0,0,0.51,0.05,-0.04,0,1510.0000000,110.0000000,-120.0000000
OGLE-2006-BLG-284L A b,2,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,14.300,,,0,1.270,,,0,144.00000,137.00000,-82.00000,0,0.45307,0.43105,-0.25800,0,0,0.35,0.30,-0.20,0,4000.0000000,1500.0000000,-1500.0000000
OGLE-2007-BLG-349L AB c,2,1,Microlensing,2016,1.3 m Warsaw University Telescope,0,0,2557.00000000,,,0,10.700,,,0,0.952,,,0,80.00000,13.00000,-13.00000,0,0.25171,0.04090,-0.04090,0,0,0.41,0.07,-0.07,0,2760.0000000,380.0000000,-380.0000000
OGLE-2007-BLG-368L b,1,1,Microlensing,2009,1.3 m Warsaw University Telescope,0,0,,,,,4.720,,,0,0.421,,,0,20.00000,7.00000,-8.00000,0,0.06000,0.02000,-0.03000,0,0,0.64,0.21,-0.26,0,5900.0000000,900.0000000,-1400.0000000
OGLE-2008-BLG-092L b,2,1,Microlensing,2014,1.3 m Warsaw University Telescope,0,0,,,,,8.740,,,0,0.780,,,0,57.00000,,,0,0.18000,,,0,0,0.71,,,0,8100.0000000,,
OGLE-2008-BLG-355L b,1,1,Microlensing,2014,1.3 m Warsaw University Telescope,0,0,,,,,12.900,,,0,1.150,,,0,1500.00000,1200.00000,-700.00000,0,4.60000,3.70000,-2.20000,0,0,0.37,0.30,-0.17,0,6800.0000000,1100.0000000,-1100.0000000
OGLE-2011-BLG-0173L b,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,9.010,,,0,0.804,,,0,60.00000,57.00000,-35.00000,0,0.19000,0.18000,-0.11000,0,0,0.41,0.30,-0.21,0,6100.0000000,1300.0000000,-1700.0000000
OGLE-2011-BLG-0251L b,1,1,Microlensing,2012,1.3 m Warsaw University Telescope,0,0,,,,,14.200,,,0,1.270,,,0,170.00000,67.00000,-67.00000,0,0.53000,0.21000,-0.21000,0,0,0.26,0.11,-0.11,0,2570.0000000,610.0000000,-610.0000000
OGLE-2011-BLG-0265L b,1,1,Microlensing,2015,1.3 m Warsaw University Telescope,0,0,,,,,13.900,,,0,1.240,,,0,280.00000,86.00000,-57.00000,0,0.88000,0.27000,-0.18000,0,0,0.21,0.07,-0.04,0,4380.0000000,510.0000000,-450.0000000
OGLE-2012-BLG-0026L b,1,2,Microlensing,2012,1.3 m Warsaw University Telescope,0,0,,,,,7.720,,,0,0.688,,,0,46.10000,2.60000,-2.60000,0,0.14500,0.00820,-0.00820,0,0,1.06,0.05,-0.05,0,4019.0000000,380.0000000,-380.0000000
OGLE-2012-BLG-0026L c,1,2,Microlensing,2012,1.3 m Warsaw University Telescope,0,0,,,,,13.900,,,0,1.240,,,0,270.00000,20.00000,-20.00000,0,0.86000,0.06000,-0.06000,0,0,1.06,0.05,-0.05,0,4019.0000000,380.0000000,-380.0000000
OGLE-2012-BLG-0358L b,1,1,Microlensing,2013,1.3 m Warsaw University Telescope,0,0,,,,,13.400,,,0,1.200,,,0,588.00000,60.00000,-60.00000,0,1.85000,0.19000,-0.19000,0,0,0.02,0.00,0.00,0,1760.0000000,130.0000000,-130.0000000
OGLE-2012-BLG-0406L b,1,1,Microlensing,2013,1.3 m Warsaw University Telescope,0,0,,,,,13.200,,,0,1.180,,,0,868.00000,140.00000,-140.00000,0,2.73000,0.43000,-0.43000,0,0,0.44,0.07,-0.07,0,4970.0000000,290.0000000,-290.0000000
OGLE-2012-BLG-0563L b,1,1,Microlensing,2015,1.3 m Warsaw University Telescope,0,0,,,,,13.600,,,0,1.210,,,0,120.00000,44.00000,-73.00000,0,0.39000,0.14000,-0.23000,0,0,0.34,0.12,-0.20,0,1300.0000000,600.0000000,-800.0000000
OGLE-2012-BLG-0724L b,1,1,Microlensing,2016,1.3 m Warsaw University Telescope,0,0,,,,,14.300,,,0,1.270,,,0,150.00000,170.00000,-83.00000,0,0.47000,0.54000,-0.26000,0,0,0.29,0.33,-0.16,0,6700.0000000,1100.0000000,-1200.0000000
OGLE-2012-BLG-0838L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,8.390,,,0,0.748,,,0,53.10000,38.50000,-260.00000,0,0.16700,0.12100,-0.83000,0,0,0.40,0.29,-0.20,0,6320.0000000,830.0000000,-1040.0000000
OGLE-2012-BLG-0950L b,1,1,Microlensing,2016,1.3 m Warsaw University Telescope,0,0,,,,,6.560,,,0,0.585,,,0,35.00000,10.00000,-6.00000,0,0.11000,0.03000,-0.02000,0,0,0.57,0.06,-0.10,0,2600.0000000,500.0000000,-700.0000000
OGLE-2013-BLG-0102L b,1,1,Microlensing,2014,1.3 m Warsaw University Telescope,0,0,,,,,12.300,,,0,1.100,,,0,4100.00000,600.00000,-600.00000,0,13.00000,2.00000,-2.00000,0,0,0.10,0.01,-0.01,0,3040.0000000,310.0000000,-310.0000000
OGLE-2013-BLG-0132L b,1,1,Microlensing,2017,1.3 m Warsaw University Telescope,0,0,,,,,11.600,,,0,1.030,,,0,92.00000,51.00000,-41.00000,0,0.29000,0.16000,-0.13000,0,0,0.54,0.30,-0.23,0,3900.0000000,1500.0000000,-1300.0000000
OGLE-2013-BLG-0341L B b,2,1,Microlensing,2014,1.3 m Warsaw University Telescope,0,0,,,,,1.160,,,0,0.104,,,0,1.66000,0.18000,-0.18000,0,0.00522,0.00057,-0.00057,0,0,0.11,0.01,-0.01,0,911.0000000,70.0000000,-70.0000000
OGLE-2013-BLG-0911L b,1,1,Microlensing,2019,1.3 m Warsaw University Telescope,0,0,,,,,12.500,,,0,1.120,,,0,3020.00000,864.00000,-537.00000,0,9.51000,2.72000,-1.69000,0,0,0.29,0.07,-0.05,0,3220.0000000,470.0000000,-350.0000000
OGLE-2013-BLG-1721L b,1,1,Microlensing,2017,1.3 m Warsaw University Telescope,0,0,,,,,14.100,,,0,1.260,,,0,200.00000,110.00000,-99.00000,0,0.64000,0.35000,-0.31000,0,0,0.46,0.26,-0.23,0,6300.0000000,1100.0000000,-1600.0000000
OGLE-2013-BLG-1761L b,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,13.200,,,0,1.180,,,0,860.00000,790.00000,-480.00000,0,2.70000,2.50000,-1.50000,0,0,0.33,0.32,-0.19,0,6900.0000000,1000.0000000,-1200.0000000
OGLE-2014-BLG-0124L b,1,1,Microlensing,2015,1.3 m Warsaw University Telescope,0,0,,,,,14.100,,,0,1.250,,,0,206.58846,13.98445,-13.98445,0,0.65000,0.04400,-0.04400,0,0,0.90,0.05,-0.05,0,3500.0000000,200.0000000,-200.0000000
OGLE-2014-BLG-0221L b,1,1,Microlensing,2024,1.3 m Warsaw University Telescope,0,0,,,,,12.900,,,0,1.150,,,0,1382.55357,524.41687,-607.05226,0,4.35000,1.65000,-1.91000,0,0,0.69,0.26,-0.30,0,3680.0000000,1130.0000000,-1160.0000000
OGLE-2014-BLG-0319L b,1,1,Microlensing,2022,1.3 m Warsaw University Telescope,0,0,,,,,14.100,,,0,1.260,,,0,181.16219,114.41823,-98.52681,0,0.57000,0.36000,-0.31000,0,0,0.52,0.33,-0.29,0,7730.0000000,1140.0000000,-2840.0000000
OGLE-2014-BLG-0676L b,1,1,Microlensing,2016,1.3 m Warsaw University Telescope,0,0,,,,,13.000,,,0,1.160,,,0,1169.60854,219.30160,-457.67291,0,3.68000,0.69000,-1.44000,0,0,0.73,0.14,-0.29,0,2670.0000000,770.0000000,-1410.0000000
OGLE-2014-BLG-1722L b,1,2,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,8.590,,,0,0.766,,,0,55.30000,51.30000,-33.10000,0,0.17400,0.16100,-0.10400,0,0,0.40,0.36,-0.24,0,6400.0000000,1280.0000000,-1870.0000000
OGLE-2014-BLG-1722L c,1,2,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,11.000,,,0,0.978,,,0,83.70000,86.40000,-51.20000,0,0.26300,0.27200,-0.16100,0,0,0.40,0.36,-0.24,0,6400.0000000,1280.0000000,-1870.0000000
OGLE-2014-BLG-1760L b,1,1,Microlensing,2016,1.3 m Warsaw University Telescope,0,0,,,,,14.200,,,0,1.260,,,0,180.00000,110.00000,-83.00000,0,0.56000,0.34000,-0.26000,0,0,0.51,0.44,-0.28,0,6860.0000000,1110.0000000,-1110.0000000
OGLE-2015-BLG-0051L b,1,1,Microlensing,2016,1.3 m Warsaw University Telescope,0,0,,,,,14.000,,,0,1.250,,,0,230.00000,210.00000,-20.00000,0,0.72000,0.65000,-0.07000,0,0,0.10,0.09,-0.01,0,8200.0000000,900.0000000,-900.0000000
OGLE-2015-BLG-0954L b,1,1,Microlensing,2016,1.6 m wide-field telescope,0,0,,,,,13.100,,,0,1.170,,,0,1100.00000,1200.00000,-510.00000,0,3.40000,3.70000,-1.60000,0,0,0.30,0.34,-0.14,0,1200.0000000,1100.0000000,-500.0000000
OGLE-2015-BLG-0966L b,1,1,Microlensing,2016,1.3 m Warsaw University Telescope,0,0,,,,,4.860,,,0,0.433,,,0,21.00000,2.00000,-2.00000,0,0.06600,0.00600,-0.00600,0,0,0.38,0.04,-0.04,0,3300.0000000,,
OGLE-2015-BLG-1649L b,1,1,Microlensing,2019,1.3 m Warsaw University Telescope,0,0,,,,,13.200,,,0,1.180,,,0,807.00000,470.00000,-442.00000,0,2.54000,1.48000,-1.39000,0,0,0.34,0.19,-0.19,0,4230.0000000,1510.0000000,-1640.0000000
OGLE-2015-BLG-1670L b,1,1,Microlensing,2019,1.3 m Warsaw University Telescope,0,0,,,,,4.420,,,0,0.394,,,0,17.90000,9.60000,-8.80000,0,0.05630,0.03000,-0.02800,0,0,0.55,0.28,-0.28,0,6700.0000000,1000.0000000,-1300.0000000
OGLE-2015-BLG-1771L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,14.300,,,0,1.280,,,0,138.00000,214.00000,-80.00000,0,0.43300,0.67400,-0.25100,0,0,0.08,0.12,-0.04,0,7070.0000000,1000.0000000,-1090.0000000
OGLE-2016-BLG-0263L b,1,1,Microlensing,2017,1.3 m Warsaw University Telescope,0,0,,,,,13.000,,,0,1.160,,,0,1300.00000,2100.00000,-790.00000,0,4.10000,6.50000,-2.50000,0,0,0.13,0.21,-0.08,0,6500.0000000,1300.0000000,-1900.0000000
OGLE-2016-BLG-0613L AB b,2,1,Microlensing,2017,1.3 m Warsaw University Telescope,0,0,,,,,13.000,,,0,1.160,,,0,1330.00000,1010.00000,-772.00000,0,4.18000,3.19000,-2.43000,0,0,0.72,0.55,-0.42,0,3410.0000000,1340.0000000,-1420.0000000
OGLE-2016-BLG-1067L b,1,1,Microlensing,2019,1.3 m Warsaw University Telescope,0,0,,,,,14.300,,,0,1.280,,,0,140.00000,67.00000,-54.00000,0,0.43000,0.21000,-0.17000,0,0,0.30,0.15,-0.12,0,3730.0000000,660.0000000,-670.0000000
OGLE-2016-BLG-1093L b,1,1,Microlensing,2022,1.3 m Warsaw University Telescope,0,0,,,,,14.000,,,0,1.250,,,0,225.65817,38.13941,-38.13941,0,0.71000,0.12000,-0.12000,0,0,0.46,0.08,-0.08,0,8120.0000000,690.0000000,-690.0000000
OGLE-2016-BLG-1190L b,1,1,Microlensing,2017,1.3 m Warsaw University Telescope,0,0,1220.00000000,1900.00000000,-300.00000000,0,12.300,,,0,1.100,,,0,4253.00000,280.00000,-260.00000,0,13.38000,0.88000,-0.82000,0,0,0.88,0.06,-0.05,0,6770.0000000,80.0000000,-90.0000000
OGLE-2016-BLG-1195L b,1,1,Microlensing,2017,1.3 m Warsaw University Telescope,0,0,,,,,1.110,,,0,0.099,,,0,1.43000,0.45000,-0.32000,0,0.00450,0.00140,-0.00100,0,0,0.08,0.02,-0.01,0,3910.0000000,420.0000000,-460.0000000
OGLE-2016-BLG-1227L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,13.900,,,0,1.240,,,0,250.00000,413.00000,-120.00000,0,0.79000,1.30000,-0.39000,0,0,0.10,0.17,-0.05,0,,,
OGLE-2017-BLG-0173L b,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,1.620,,,0,0.145,,,0,3.26900,3.84900,-2.01500,0,0.01029,0.01211,-0.00634,0,0,0.40,0.39,-0.23,0,4705.0000000,1468.0000000,-1763.0000000
OGLE-2017-BLG-0373L b,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,14.000,,,0,1.250,,,0,127.00000,202.00000,-82.00000,0,0.40100,0.63700,-0.25700,0,0,0.25,0.27,-0.13,0,5915.0000000,1123.0000000,-1478.0000000
OGLE-2017-BLG-0406L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,14.200,,,0,1.270,,,0,130.00000,20.00000,-20.00000,0,0.41000,0.05000,-0.05000,0,0,0.56,0.07,-0.07,0,5200.0000000,500.0000000,-500.0000000
OGLE-2017-BLG-0482L b,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,2.950,,,0,0.263,,,0,9.00000,9.00000,-4.50000,0,0.02800,0.02800,-0.01400,0,0,0.20,0.20,-0.10,0,5800.0000000,1800.0000000,-2100.0000000
OGLE-2017-BLG-0604L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,14.200,,,0,1.270,,,0,160.00000,67.00000,-67.00000,0,0.51000,0.21000,-0.21000,0,0,0.70,0.28,-0.28,0,3950.0000000,1870.0000000,-1310.0000000
OGLE-2017-BLG-0640L b,1,1,Microlensing,2024,1.3 m Warsaw University Telescope,0,0,,,,,13.500,,,0,1.210,,,0,514.88202,521.23859,-298.75870,0,1.62000,1.64000,-0.94000,0,0,0.32,0.32,-0.18,0,6630.0000000,1090.0000000,-1450.0000000
OGLE-2017-BLG-1049L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,12.800,,,0,1.140,,,0,1760.00000,1150.00000,-912.00000,0,5.53000,3.62000,-2.87000,0,0,0.55,0.36,-0.29,0,5670.0000000,1110.0000000,-1520.0000000
OGLE-2017-BLG-1099L b,1,1,Microlensing,2021,1.3 m Warsaw University Telescope,0,0,,,,,13.100,,,0,1.170,,,0,959.84179,772.32303,-575.26942,0,3.02000,2.43000,-1.81000,0,0,0.45,0.36,-0.27,0,7250.0000000,1060.0000000,-1400.0000000
OGLE-2017-BLG-1140L b,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,13.500,,,0,1.210,,,0,505.00000,110.00000,-83.00000,0,1.59000,0.35000,-0.26000,0,0,0.21,0.03,-0.03,0,,,
OGLE-2017-BLG-1237L b,1,1,Microlensing,2024,1.3 m Warsaw University Telescope,0,0,,,,,13.000,,,0,1.160,,,0,1207.74795,791.39273,-632.47853,0,3.80000,2.49000,-1.99000,0,0,0.46,0.30,-0.24,0,6030.0000000,940.0000000,-1530.0000000
OGLE-2017-BLG-1275L b,1,1,Microlensing,2024,1.3 m Warsaw University Telescope,0,0,,,,,12.800,,,0,1.140,,,0,1875.18760,699.22250,-699.22250,0,5.90000,2.20000,-2.20000,0,0,0.63,0.23,-0.23,0,7690.0000000,900.0000000,-900.0000000
OGLE-2017-BLG-1375L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,12.400,,,0,1.110,,,0,3585.00000,2770.00000,-1070.00000,0,11.28000,8.73000,-3.38000,0,0,0.81,0.63,-0.24,0,3930.0000000,1490.0000000,-910.0000000
OGLE-2017-BLG-1434L b,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,1.940,,,0,0.173,,,0,4.43000,0.25000,-0.25000,0,0.01394,0.00079,-0.00079,0,0,0.23,0.01,-0.01,0,860.0000000,50.0000000,-50.0000000
OGLE-2017-BLG-1522L b,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,0,0,,,,,14.000,,,0,1.250,,,0,240.00000,400.00000,-130.00000,0,0.75000,1.26000,-0.40000,0,0,0.04,0.08,-0.02,0,7490.0000000,910.0000000,-880.0000000
OGLE-2017-BLG-1691L b,1,1,Microlensing,2022,1.3 m Warsaw University Telescope,0,0,,,,,3.920,,,0,0.350,,,0,14.62011,11.75965,-7.94571,0,0.04600,0.03700,-0.02500,0,0,0.45,0.36,-0.25,0,7290.0000000,1010.0000000,-1330.0000000
OGLE-2017-BLG-1806L b,1,1,Microlensing,2023,1.3 m Warsaw University Telescope,0,0,,,,,2.150,,,0,0.192,,,0,5.27000,4.71000,-2.72000,0,0.01658,0.01482,-0.00856,0,0,0.38,0.34,-0.20,0,6400.0000000,770.0000000,-1510.0000000
OGLE-2018-BLG-0298L b,1,1,Microlensing,2022,1.3 m Warsaw University Telescope,0,0,,,,,7.560,,,0,0.674,,,0,44.49598,22.24799,-19.06970,0,0.14000,0.07000,-0.06000,0,0,0.69,0.34,-0.30,0,6540.0000000,950.0000000,-1230.0000000
OGLE-2018-BLG-0383L b,1,1,Microlensing,2022,1.3 m Warsaw University Telescope,0,0,,,,,2.410,,,0,0.215,,,0,6.40000,5.50000,-2.80000,0,0.02014,0.01730,-0.00881,0,0,0.10,0.13,-0.05,0,7700.0000000,600.0000000,-600.0000000
OGLE-2018-BLG-0506L b,1,1,Microlensing,2022,1.3 m Warsaw University Telescope,0,0,,,,,4.180,,,0,0.373,,,0,16.30000,12.00000,-8.50000,0,0.05129,0.03776,-0.02674,0,0,0.63,0.37,-0.32,0,5600.0000000,1400.0000000,-1600.0000000
OGLE-2018-BLG-0516L b,1,1,Microlensing,2022,1.3 m Warsaw University Telescope,0,0,,,,,4.730,,,0,0.422,,,0,20.10000,16.40000,-10.70000,0,0.06324,0.05160,-0.03367,0,0,0.47,0.38,-0.25,0,7000.0000000,900.0000000,-2200.0000000
OGLE-2018-BLG-0532L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,2.370,,,0,0.212,,,0,6.22800,0.90500,-0.88100,0,0.01960,0.00285,-0.00277,0,0,0.20,0.02,-0.02,0,773.0000000,102.0000000,-99.0000000
OGLE-2018-BLG-0567L b,1,1,Microlensing,2021,1.3 m Warsaw University Telescope,0,0,,,,,12.300,,,0,1.100,,,0,101.70509,108.06166,-54.03083,0,0.32000,0.34000,-0.17000,0,0,0.25,0.27,-0.13,0,7060.0000000,930.0000000,-1150.0000000
OGLE-2018-BLG-0596L b,1,1,Microlensing,2019,1.3 m Warsaw University Telescope,0,0,,,,,3.810,,,0,0.340,,,0,13.93000,1.56000,-1.56000,0,0.04383,0.00491,-0.00491,0,0,0.23,0.03,-0.03,0,5650.0000000,750.0000000,-750.0000000
OGLE-2018-BLG-0677L b,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,0,0,,,,,1.820,,,0,0.162,,,0,3.96000,5.88000,-2.66000,0,0.01250,0.01850,-0.00840,0,0,0.12,0.14,-0.08,0,7580.0000000,1150.0000000,-1350.0000000
